Sample_Id	Site1_Hugo_Symbol	Site2_Hugo_Symbol	Center	Event_Info	DNA_support	RNA_support	Method	Connection_Type	SV_Status	Group
P-5636	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5173	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6474	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7043	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5621	SYNJ2	ARID1B	OrigiMed	SYNJ2-ARID1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4329	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8291	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8161		ARID1B	OrigiMed	Intergenic-ARID1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5912	ZDHHC14	ARID1B	OrigiMed	ZDHHC14-ARID1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7408	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9677	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4129	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10021		ARID1B	OrigiMed	Intergenic-ARID1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3751	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6391	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3466	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5250	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8594	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2797	ARID1B	SCAF8	OrigiMed	ARID1B-SCAF8	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5370	ARID1B	ARID1B	OrigiMed	ARID1B-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9497		ARID2	OrigiMed	Intergenic-ARID2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9078	ARID2	ANO6	OrigiMed	ARID2-ANO6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9497	TMEM117	ARID2	OrigiMed	TMEM117-ARID2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9497	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4074		ARID2	OrigiMed	Intergenic-ARID2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0235	LIMA1	ARID2	OrigiMed	LIMA1-ARID2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3941	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7365	OSBPL8	ARID2	OrigiMed	OSBPL8-ARID2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8957	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1333	ARID2	SMARCC2	OrigiMed	ARID2-SMARCC2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1940	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7233	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7324	LOC100288798	ARID2	OrigiMed	LOC100288798-ARID2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10029	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4974	ARID2	HMGA2	OrigiMed	ARID2-HMGA2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1730	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4726	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5835	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1503	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3734	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6705	ARID2	ARID2	OrigiMed	ARID2-ARID2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3639	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3213	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6803	ARID2	ARID2	OrigiMed	ARID2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6929	ARID2	YEATS4	OrigiMed	ARID2-YEATS4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5124	EYS	ASXL1	OrigiMed	EYS-ASXL1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0848	ASXL1	POFUT1	OrigiMed	ASXL1-POFUT1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8725	ASXL1	TPX2	OrigiMed	ASXL1-TPX2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7548	ASXL1	NOL4L	OrigiMed	ASXL1-NOL4L	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5565	ASXL1	HCK	OrigiMed	ASXL1-HCK	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3877	LOC149950	ASXL1	OrigiMed	LOC149950-ASXL1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3960	ASXL1	HCK	OrigiMed	ASXL1-HCK	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7283	ASXL1		OrigiMed	ASXL1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1366	ATM	ATM	OrigiMed	ATM-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6743	ATM		OrigiMed	ATM-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1147	NPAT	ATM	OrigiMed	NPAT-ATM	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3074	ATM	CR1L	OrigiMed	ATM-CR1L	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7006	ATM	ATM	OrigiMed	ATM-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2352	NPAT	ATM	OrigiMed	NPAT-ATM	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8955	ATM	ATM	OrigiMed	ATM-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3261	ATM	ATM	OrigiMed	ATM-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9533	ATM	ATM	OrigiMed	ATM-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9986	MAP7	ATM	OrigiMed	MAP7-ATM	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5758	LRRC4C	ATM	OrigiMed	LRRC4C-ATM	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3614	ATM	C11orf65	OrigiMed	ATM-C11orf65	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5912	ATM	RAD52	OrigiMed	ATM-RAD52	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6756	ATM	SNED1	OrigiMed	ATM-SNED1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8911	LSAMP	ATR	OrigiMed	LSAMP-ATR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10083	ATR	PLS1	OrigiMed	ATR-PLS1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2150	ATR	ATR	OrigiMed	ATR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6715	ATR	ATR	OrigiMed	ATR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0058	ATR	MTUS2	OrigiMed	ATR-MTUS2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2331	ATR	CLSTN2	OrigiMed	ATR-CLSTN2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3059	ATR	XRN1	OrigiMed	ATR-XRN1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7155	ATR	SLC9A9	OrigiMed	ATR-SLC9A9	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6143	ATR	GK5	OrigiMed	ATR-GK5	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6388	ATR	ATR	OrigiMed	ATR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0694	ATR	ATR	OrigiMed	ATR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8332		ATR	OrigiMed	Intergenic-ATR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3184	ATRX	MED12	OrigiMed	ATRX-MED12	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3345	ATRX	ATRX	OrigiMed	ATRX-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6276	ATRX	XPR1	OrigiMed	ATRX-XPR1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6209	ARHGEF9	ATRX	OrigiMed	ARHGEF9-ATRX	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3844	ATRX		OrigiMed	ATRX-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1478	SAMD12	ATRX	OrigiMed	SAMD12-ATRX	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2973	ATRX	ATRX	OrigiMed	ATRX-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5232	ATRX	MIR325HG	OrigiMed	ATRX-MIR325HG	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1478	ATRX	ATRX	OrigiMed	ATRX-ATRX	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7162	ATRX	ATRX	OrigiMed	ATRX-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2565	ATRX	ATRX	OrigiMed	ATRX-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6487	AURKB	CAPRIN2	OrigiMed	AURKB-CAPRIN2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8898	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1963	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1713	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8898	AXIN1	FAM234A	OrigiMed	AXIN1-FAM234A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3238	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3238	AXIN1	CACNA1H	OrigiMed	AXIN1-CACNA1H	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8905	AXIN1	RAB11FIP3	OrigiMed	AXIN1-RAB11FIP3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7616	AXIN1	MRPL3	OrigiMed	AXIN1-MRPL3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10090	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0942	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8861	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5393		AXIN1	OrigiMed	Intergenic-AXIN1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6853		AXIN1	OrigiMed	Intergenic-AXIN1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2676	RAB40C	AXIN1	OrigiMed	RAB40C-AXIN1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6392	AXIN1	LTBP4	OrigiMed	AXIN1-LTBP4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8318	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6962	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7613		AXIN1	OrigiMed	Intergenic-AXIN1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8025	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5440	ZC3H3	AXIN1	OrigiMed	ZC3H3-AXIN1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5009	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4003	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8010	AXIN1	PDIA2	OrigiMed	AXIN1-PDIA2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7627	AXIN1	AXIN1	OrigiMed	AXIN1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7616	AXIN1		OrigiMed	AXIN1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6962	AXIN1	LOC100134368	OrigiMed	AXIN1-LOC100134368	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3944	AXIN2	AXIN2	OrigiMed	AXIN2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4609	AXIN2	AXIN2	OrigiMed	AXIN2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5914	AXIN2		OrigiMed	AXIN2-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8896	AXIN2	PITPNC1	OrigiMed	AXIN2-PITPNC1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9557	AXIN2	AXIN2	OrigiMed	AXIN2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3846	AXIN2	AXIN2	OrigiMed	AXIN2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7856	RGS9	AXIN2	OrigiMed	RGS9-AXIN2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4951	AXIN2	AXIN2	OrigiMed	AXIN2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8108	NFIC	BAP1	OrigiMed	NFIC-BAP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5621	BAP1	BAP1	OrigiMed	BAP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5354	THSD7B	BAP1	OrigiMed	THSD7B-BAP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8108	BAP1	PIAS4	OrigiMed	BAP1-PIAS4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10156	BAP1	SFMBT1	OrigiMed	BAP1-SFMBT1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3236	BAP1	BAP1	OrigiMed	BAP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3236	ANKRD28	BAP1	OrigiMed	ANKRD28-BAP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7704	BAP1	PPM1M	OrigiMed	BAP1-PPM1M	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8811	BAP1	TBL1XR1	OrigiMed	BAP1-TBL1XR1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1258	BAP1	FAF2	OrigiMed	BAP1-FAF2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0819	BAP1	BAP1	OrigiMed	BAP1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6927	BAP1	SFMBT1	OrigiMed	BAP1-SFMBT1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1027	CACNA1D	BAP1	OrigiMed	CACNA1D-BAP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1441	BARD1	BARD1	OrigiMed	BARD1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7516		BCL2L11	OrigiMed	Intergenic-BCL2L11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9986	MASP1	BCL6	OrigiMed	MASP1-BCL6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1055	BCOR	BCOR	OrigiMed	BCOR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5979	BCOR	KLHL4	OrigiMed	BCOR-KLHL4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6145	BCOR	BCOR	OrigiMed	BCOR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6145	ADAM32	BCOR	OrigiMed	ADAM32-BCOR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4465	BCOR	ADAMTS6	OrigiMed	BCOR-ADAMTS6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5979	ZC3H7B	BCOR	OrigiMed	ZC3H7B-BCOR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5175	BCOR	BCOR	OrigiMed	BCOR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2465	BCORL1	CAND1	OrigiMed	BCORL1-CAND1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6805	BCR		OrigiMed	BCR-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0794	BCR	IFFO1	OrigiMed	BCR-IFFO1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0042	BCR		OrigiMed	BCR-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1890	BCR	BCR	OrigiMed	BCR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7935	BLK	BLK	OrigiMed	BLK-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8429	GATA6	BLK	OrigiMed	GATA6-BLK	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-5162	BLM	CRTC3	OrigiMed	BLM-CRTC3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8746	CORO2B	BLM	OrigiMed	CORO2B-BLM	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8689	BLM	UNC45A	OrigiMed	BLM-UNC45A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1730	BLM	BLM	OrigiMed	BLM-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5153		BLM	OrigiMed	Intergenic-BLM	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5751	BMPR1A	BMPR1A	OrigiMed	BMPR1A-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8636	BMPR1A	BMPR1A	OrigiMed	BMPR1A-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8976	CA5B	BMX	OrigiMed	CA5B-BMX	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2943	PARP12	BRAF	OrigiMed	PARP12-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-6100		BRAF	OrigiMed	Intergenic-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9310	PARP12	BRAF	OrigiMed	PARP12-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4665	MKRN1	BRAF	OrigiMed	MKRN1-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3580	KIAA1549	BRAF	OrigiMed	KIAA1549-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6526		BRAF	OrigiMed	Intergenic-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4658	CNTNAP2	BRAF	OrigiMed	CNTNAP2-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7190	TEX2	BRAF	OrigiMed	TEX2-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-2616	TRIM24	BRAF	OrigiMed	TRIM24-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2994	TRIM24	BRAF	OrigiMed	TRIM24-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1098	STK39	BRAF	OrigiMed	STK39-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-7529	BRAF		OrigiMed	BRAF-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0272	BRAF	BRAF	OrigiMed	BRAF-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2677		BRAF	OrigiMed	Intergenic-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8819	BRAF	BRAF	OrigiMed	BRAF-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0473	BRAF	BRAF	OrigiMed	BRAF-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1720	BIN2	BRAF	OrigiMed	BIN2-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-2344	BRAF		OrigiMed	BRAF-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0036		BRAF	OrigiMed	Intergenic-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6481	MAP4	BRAF	OrigiMed	MAP4-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1748	VCL	BRAF	OrigiMed	VCL-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-0683	NXPH1	BRAF	OrigiMed	NXPH1-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-5515	CUL1	BRAF	OrigiMed	CUL1-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7846	TMEM178B	BRAF	OrigiMed	TMEM178B-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-8245	BRAF	BRAF	OrigiMed	BRAF-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4467		BRAF	OrigiMed	Intergenic-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9399	TRIM24	BRAF	OrigiMed	TRIM24-BRAF	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1581	BRCA1	DSCAM	OrigiMed	BRCA1-DSCAM	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8989		BRCA1	OrigiMed	Intergenic-BRCA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8050	BRCA1	C17orf112	OrigiMed	BRCA1-C17orf112	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7428	BRCA1		OrigiMed	BRCA1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7023	BRCA1		OrigiMed	BRCA1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2264	BRCA1	KIAA1671	OrigiMed	BRCA1-KIAA1671	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5344	BRCA1	NBR2	OrigiMed	BRCA1-NBR2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2573	BRCA1	CNTD1	OrigiMed	BRCA1-CNTD1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5447		BRCA1	OrigiMed	Intergenic-BRCA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8533	BRCA1		OrigiMed	BRCA1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2071	BRCA1	C1orf168	OrigiMed	BRCA1-C1orf168	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4711	BRCA1	BRCA1	OrigiMed	BRCA1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1092	BRCA1	BRCA1	OrigiMed	BRCA1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8547	BRCA1	MYO1D	OrigiMed	BRCA1-MYO1D	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5440	BRCA1	BRCA1	OrigiMed	BRCA1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6973	BRCA1	GUCY2F	OrigiMed	BRCA1-GUCY2F	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3534	VPS13B	BRCA1	OrigiMed	VPS13B-BRCA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4129		BRCA1	OrigiMed	Intergenic-BRCA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6044		BRCA1	OrigiMed	Intergenic-BRCA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9290	LINC00671	BRCA1	OrigiMed	LINC00671-BRCA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1290	FAM134C	BRCA1	OrigiMed	FAM134C-BRCA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0040	CNTNAP1	BRCA1	OrigiMed	CNTNAP1-BRCA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9672	BRCA1	NBR2	OrigiMed	BRCA1-NBR2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1044	BRCA1	BRCA1	OrigiMed	BRCA1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8293	BRCA1	BRCA1	OrigiMed	BRCA1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5508	BRCA1	BRCA1	OrigiMed	BRCA1-BRCA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4523	BRCA1	RUNDC1	OrigiMed	BRCA1-RUNDC1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8067	CNTD1	BRCA1	OrigiMed	CNTD1-BRCA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9871	BRCA1	NBR1	OrigiMed	BRCA1-NBR1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
